location,year,km_run,fuel,trans,owner,mileage,engine,power,seats,brand,model
Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest
Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,BMW,5
Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,Maruti,Wagon
Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,Honda,Jazz
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,Volkswagen,Jetta
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New
Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,Toyota,Innova
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,Tata,Indigo
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,Mercedes-Benz,GLE
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni
Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,Tata,Sumo
Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,Tata,Indica
Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,Tata,Indigo
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,Honda,Accord
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,Ford,Fiesta
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,Honda,City
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,BMW,6
Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,Audi,Q7
Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,Hyundai,i10
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,Hyundai,i20
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,Toyota,Corolla
Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza
Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,Toyota,Corolla
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,Tata,Indica
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,BMW,3
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,Tata,Manza
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,Skoda,Octavia
Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,Chevrolet,Spark
Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,Jaguar,XF
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,Honda,CR-V
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb
Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,Maruti,Swift
Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,Ford,Fiesta
Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen
Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,Mini,Clubman
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,Toyota,Etios
Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,Maruti,Alto
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,BMW,X5
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,Nissan,Teana
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,Audi,Q7
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,Maruti,800
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,Renault,Duster
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla
Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,Maruti,Ritz
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,Honda,BRV
Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,Mercedes-Benz,B
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,,5.0,Hyundai,Santro
Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,Hyundai,Verna
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,Jaguar,XE
Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,Mini,Cooper
Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,Mercedes-Benz,S
Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,BMW,3
Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,Tata,Xenon
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,Audi,A3
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,Mercedes-Benz,GL-Class
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero
Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon
Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,Hyundai,Verna
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,BMW,5
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio
Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,Honda,BR-V
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,Volvo,S80
Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20
Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,Mercedes-Benz,GLC
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON
Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,Honda,City
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,Audi,A6
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,Mercedes-Benz,New
Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,Mini,Cooper
Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,,5.0,Hyundai,Santro
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,Honda,Brio
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura
Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,Renault,Captur
Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,BMW,5
Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,Volvo,V40
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,Honda,City
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,Chevrolet,Enjoy
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,Volkswagen,Vento
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,Honda,Civic
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica
Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,Audi,Q5
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,Maruti,Ritz
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,Mitsubishi,Cedia
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,Maruti,Celerio
Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,Maruti,S-Cross
Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,Audi,Q3
Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,Audi,Q7
Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza
Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro
Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,Toyota,Fortuner
Chennai,2009,80524,Petrol,Manual,Second,15.3,1596.0,,5.0,Ford,Fiesta
Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,Mercedes-Benz,E-Class
Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,Skoda,Yeti
Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,Ford,Figo
Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,Skoda,Octavia
Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,Renault,Duster
Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,Land,Rover
Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo
Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,Ford,Endeavour
Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra
Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,BMW,5
Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,Mercedes-Benz,GLS
Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,Honda,CR-V
Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,Hyundai,Creta
Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,Mercedes-Benz,A
Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,Skoda,Octavia
Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen
Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio
Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,Toyota,Camry
Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
Delhi,2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,Maruti,Swift
Pune,2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,Mercedes-Benz,S
Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,Honda,Mobilio
Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand
Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,Skoda,Fabia
Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,Mahindra,Scorpio
Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,Skoda,Rapid
Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,BMW,X5
Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,Toyota,Etios
Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,Maruti,Wagon
Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta
Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,Chevrolet,Beat
Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,Tata,Nano
Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class
Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Swift
Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,Fiat,Linea
Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift
Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,BMW,3
Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,Honda,City
Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,Hyundai,Santa
Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,Tata,Indigo
Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,Mercedes-Benz,E-Class
Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,Ford,Fiesta
Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
Delhi,2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,Toyota,Fortuner
Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Delhi,2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,Chevrolet,Enjoy
Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,Maruti,SX4
Mumbai,2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,BMW,5
Delhi,2015,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
Coimbatore,2017,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,BMW,X1
Kochi,2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,Honda,City
Delhi,2016,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
Pune,2010,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,Maruti,Swift
Pune,2012,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic
Pune,2013,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,Maruti,Ertiga
Chennai,2013,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
Delhi,2013,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,Audi,TT
Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,Skoda,Rapid
Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
Jaipur,2009,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,Skoda,Laura
Chennai,2007,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,Mahindra,Renault
Ahmedabad,2016,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
Bangalore,2014,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
Jaipur,2015,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz
Kochi,2015,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Kochi,2015,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF
Coimbatore,2016,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Jaipur,2018,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass
Pune,2010,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,Toyota,Corolla
Kolkata,2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Chennai,2013,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,Maruti,Swift
Coimbatore,2019,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
Jaipur,2012,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,Mahindra,Bolero
Chennai,2014,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Chennai,2006,83072,Petrol,Manual,First,17.0,1086.0,,5.0,Hyundai,Santro
Hyderabad,2012,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
